,EN,FR
14408,I can't stop Tom.,Je ne peux pas stopper Tom.
14409,I can't stop him.,Je ne peux pas l'arrêter.
14410,I can't stop him.,Je ne peux pas le stopper.
14411,I can't use that.,Je ne peux pas utiliser cela.
14412,I can't use this.,Je ne peux pas utiliser cela.
14413,I cannot whistle.,Je ne sais pas siffler.
14414,I caught a trout.,J'ai attrapé une truite.
14415,I caught the flu.,J'ai chopé la grippe.
14416,I come every day.,Je viens tous les jours.
14417,I complain a lot.,Je me plains beaucoup.
14418,I confiscated it.,Je l'ai confisqué.
14419,I confiscated it.,Je l'ai confisquée.
14420,I could kiss you.,Je pourrais t'embrasser.
14421,I could kiss you.,Je pouvais t'embrasser.
14422,I could kiss you.,Je pourrais vous embrasser.
14423,I could kiss you.,Je pouvais vous embrasser.
14424,I could see that.,J'ai pu voir ça.
14425,I could see that.,Je m'en suis aperçu.
14426,I could see that.,Je m'en suis aperçue.
14427,I could've cried.,J'aurais pu pleurer.
14428,I couldn't sleep.,Je ne pouvais dormir.
14429,I couldn't speak.,Je ne pouvais pas parler.
14430,I couldn't speak.,Je ne pourrais pas parler.
14431,I couldn't stand.,Je ne pourrais pas tenir.
14432,I couldn't stand.,Je n'arriverais pas à tenir.
14433,I deserve better.,Je mérite mieux.
14434,I did a good job.,J'ai fait du bon travail.
14435,I did everything.,J'ai tout fait.
14436,I did it already.,Je l'ai déjà fait.
14437,I did it for him.,Je le fis pour lui.
14438,I did it for him.,Je l'ai fait pour lui.
14439,I did it for you.,Je l'ai fait pour toi.
14440,I did it for you.,Je l'ai fait pour vous.
14441,I did it for you.,Je le fis pour toi.
14442,I did it for you.,Je le fis pour vous.
14443,I did it quickly.,Je le fis rapidement.
14444,I did it quickly.,Je l'ai fait rapidement.
14445,I did that a lot.,J'ai beaucoup fait ça.
14446,I did that today.,J'ai fait ça aujourd'hui.
14447,I didn't hear it.,Je ne l'ai pas entendu.
14448,I didn't hear it.,Je ne l'ai pas entendue.
14449,I didn't like it.,Je n'ai pas aimé.
14450,I didn't like it.,Ça ne me plaisait pas.
14451,I didn't mean it.,Ce n'était pas mon intention.
14452,I didn't mean it.,Je ne l'ai pas fait exprès.
14453,I didn't see her.,Je ne l'ai pas vue.
14454,I didn't see him.,Je ne l'ai pas vu.
14455,I didn't see him.,Je ne le vis pas.
14456,I didn't see you.,Je ne t'ai pas vu.
14457,I didn't see you.,Je ne t'ai pas vue.
14458,I didn't see you.,Je ne vous ai pas vu.
14459,I didn't see you.,Je ne vous ai pas vue.
14460,I didn't see you.,Je ne vous ai pas vus.
14461,I didn't see you.,Je ne vous ai pas vues.
14462,I didn't take it.,Je ne l'ai pas pris.
14463,I didn't take it.,Je n'ai pas pris ça.
14464,I dislike coffee.,Je n'aime pas le café.
14465,I disregarded it.,Je n'en ai pas tenu compte.
14466,I do believe you.,Je te crois vraiment.
14467,I do believe you.,Je vous crois vraiment.
14468,I do have a plan.,J'ai vraiment un plan.
14469,I don't allow it.,Je ne le permets pas.
14470,I don't buy that.,"Tu parles, Charles."
14471,I don't buy that.,Je ne l'accepte pas.
14472,I don't disagree.,Je n'y suis pas opposé.
14473,I don't disagree.,Je n'y suis pas opposée.
14474,I don't do drugs.,Je ne fais pas dans la drogue.
14475,I don't eat meat.,Je ne mange pas de viande.
14476,I don't eat pork.,Je ne mange pas de viande de porc.
14477,I don't envy you.,Je ne t'envie pas.
14478,I don't envy you.,Je ne vous envie pas.
14479,I don't hate him.,Je ne le hais pas.
14480,I don't hate you.,Je ne vous hais pas.
14481,I don't hate you.,Je ne vous hais point.
14482,I don't hate you.,Je ne te hais pas.
14483,I don't hate you.,Je ne te hais point.
14484,I don't have one.,Je n'en ai pas.
14485,I don't know her.,Je ne la connais pas.
14486,I don't know him.,Je ne le connais pas.
14487,I don't know why.,Je ne sais pas pourquoi.
14488,I don't know yet.,Je ne sais pas encore.
14489,I don't know you.,Je ne vous connais pas.
14490,I don't know you.,Je ne te connais pas.
14491,I don't like her.,Je ne l'aime pas.
14492,I don't like him.,Je ne l'aime pas.
14493,I don't like tea.,Je n'aime pas le thé.
14494,I don't love her.,Je ne l'aime pas.
14495,I don't love her.,Je n'en suis pas amoureux.
14496,I don't love her.,Je ne suis pas épris d'elle.
14497,I don't mean you.,Je ne veux pas dire toi.
14498,I don't mean you.,Je ne veux pas dire vous.
14499,I don't need Tom.,Je n'ai pas besoin de Tom.
14500,I don't remember.,Je ne me souviens pas.
14501,I don't think so.,Je ne crois pas.
14502,I don't think so.,Je pense que non.
14503,I don't watch TV.,Je ne regarde pas la télé.
14504,I drank the wine.,Je bus le vin.
14505,"I drink tea, too.",Je bois également du thé.
14506,I drink to relax.,Je bois pour me détendre.
14507,I drive a hybrid.,Je conduis un véhicule hybride.
14508,I eat everything.,Je mange tout.
14509,I enjoy swimming.,J'aime la natation.
14510,I enjoyed myself.,Je me suis amusé.
14511,I enjoyed myself.,Je me suis amusée.
14512,I expected worse.,Je m'attendais à pire.
14513,I face a dilemma.,Je fais face à un dilemme.
14514,I fed the horses.,J'ai nourri les chevaux.
14515,I feel all right.,Je me sens tout à fait bien.
14516,I feel bad today.,Je me sens mal aujourd'hui.
14517,I feel empowered.,Je me sens investi de pouvoir.
14518,I feel empowered.,Je me sens investie de pouvoir.
14519,I feel empowered.,Je me sens investi de pouvoirs.
14520,I feel empowered.,Je me sens investie de pouvoirs.
14521,I feel flattered.,Je me sens flatté.
14522,I feel flattered.,Je me sens flattée.
14523,I feel good here.,Je me sens bien ici.
14524,I feel powerless.,Je me sens impuissant.
14525,I feel powerless.,Je me sens impuissante.
14526,I feel protected.,Je me sens protégé.
14527,I feel protected.,Je me sens protégée.
14528,I feel refreshed.,Je me sens revigoré.
14529,I feel safe here.,"Je me sens en sécurité, ici."
14530,I feel safe here.,Je me sens ici en sécurité.
14531,I feel so lonely.,Je me sens si seul.
14532,I feel so lonely.,Je me sens si seule.
14533,I feel so pretty.,Je me sens tellement jolie !
14534,I feel so stupid.,Je me sens si stupide.
14535,I feel very cold.,J'ai très froid.
14536,I feel very good.,Je vais très bien.
14537,I feel very sick.,Je me sens très malade.
14538,I feel wonderful.,Je me sens merveilleusement bien.
14539,I feel wonderful.,Je me sens à merveille.
14540,I feel your pain.,Je compatis à ta douleur.
14541,I feel your pain.,Je compatis à votre douleur.
14542,I felt depressed.,Je me sentis déprimé.
14543,I felt depressed.,Je me sentis déprimée.
14544,I felt depressed.,Je me suis senti déprimé.
14545,I felt depressed.,Je me suis senti déprimée.
14546,I felt powerless.,Je me suis senti impuissant.
14547,I felt powerless.,Je me suis senti impuissante.
14548,I felt wonderful.,J'ai eu un sentiment merveilleux.
14549,I felt wonderful.,Je me suis senti très bien.
14550,I felt wonderful.,Je me suis sentie très bien.
14551,I finished first.,J'ai terminé premier.
14552,I finished first.,J'ai terminé première.
14553,I forgot the map.,J'ai oublié la carte.
14554,I found it there.,Je l'ai trouvé là.
14555,I found my shoes.,J'ai trouvé mes chaussures.
14556,I found somebody.,J'ai trouvé quelqu'un.
14557,I found the leak.,J'ai trouvé la fuite.
14558,I found your cap.,J'ai trouvé ta casquette.
14559,I gave Tom a hug.,J'ai donné un câlin à Tom.
14560,I gave it a shot.,J'ai tenté le coup.
14561,I gave up my job.,J'ai quitté mon boulot.
14562,I gave up my job.,J'ai laissé tomber mon poste.
14563,I go to the park.,Je vais au parc.
14564,I got goosebumps.,J'ai la chair de poule.
14565,I got her a doll.,Je lui ai acheté une poupée.
14566,I got home first.,Je suis rentré le premier à la maison.
14567,I got paid today.,J'ai été payé aujourd'hui.
14568,I got paid today.,J'ai été payée aujourd'hui.
14569,I got really mad.,Je me suis vraiment mis en colère.
14570,I got really mad.,Je me suis vraiment mise en colère.
14571,I guess we could.,Je suppose que nous pourrions.
14572,I had a good job.,J'avais un bon boulot.
14573,I had a hard day.,J'ai eu une dure journée.
14574,I had a headache.,J'ai eu un mal de tête.
14575,I had a headache.,J'ai eu mal au crâne.
14576,I had my reasons.,J'avais mes raisons.
14577,I had to be sure.,Je devais être sûr.
14578,I had to be sure.,Je devais être sûre.
14579,I had to go back.,J'ai dû retourner.
14580,I had to go back.,Il m'a fallu retourner.
14581,I had to go back.,Il me fallut y retourner.
14582,I had to go back.,Il m'a fallu y retourner.
14583,I had to see you.,Je devais vous voir.
14584,I had to see you.,Je devais te voir.
14585,I had to see you.,Il me fallait vous voir.
14586,I had to see you.,Il me fallait te voir.
14587,I had to see you.,Il m'a fallu vous voir.
14588,I had to see you.,Il m'a fallu te voir.
14589,I hate Halloween.,Je déteste Halloween.
14590,I hate chemistry.,Je déteste la chimie.
14591,I hate computers.,Je déteste les ordinateurs.
14592,I hate hypocrisy.,Je déteste l'hypocrisie.
14593,I hate my sister.,Je déteste ma sœur.
14594,I hate paperwork.,Je déteste les tâches administratives.
14595,I hate paperwork.,Je déteste la paperasse.
14596,I hate surprises.,Je déteste les surprises.
14597,I hate that book.,Je déteste ce bouquin.
14598,I hate that book.,Je déteste ce livre.
14599,I hate that idea.,Je déteste cette idée.
14600,I hate that song.,Je déteste cette chanson.
14601,I hate that word.,Je déteste ce mot.
14602,I hate this game.,Je déteste ce jeu.
14603,I hate this song.,Je déteste cette chanson.
14604,I hate this town.,Je déteste cette ville.
14605,I hate this town.,Je déteste cette bourgade.
14606,I hate traveling.,Je déteste voyager.
14607,I hate your guts.,Je déteste votre audace.
14608,I have Tom's key.,J'ai les clefs de Tom.
14609,I have a bicycle.,Je dispose d'un vélo.
14610,I have a big dog.,J'ai un grand chien.
14611,I have a brother.,J'ai un frère.
14612,I have a comment.,J'ai un commentaire.
14613,I have a diploma.,Je dispose d'un diplôme.
14614,I have a grenade.,J'ai une grenade.
14615,I have a husband.,J'ai un mari.
14616,I have a new car.,J'ai une voiture neuve.
14617,I have a new job.,J'ai un nouvel emploi.
14618,I have a new job.,J'ai un nouveau travail.
14619,I have a problem.,J'ai un problème.
14620,I have a receipt.,J'ai un reçu.
14621,I have a receipt.,J'ai une quittance.
14622,I have a red car.,J'ai une voiture rouge.
14623,I have a request.,J'ai une requête.
14624,I have a website.,J'ai un site web.
14625,I have allergies.,Je suis sujet à des allergies.
14626,I have allergies.,Je suis sujette à des allergies.
14627,I have an excuse.,J'ai une excuse.
14628,I have asked him.,Je lui ai demandé.
14629,I have been busy.,J'ai été occupé.
14630,I have few books.,J'ai peu de livres.
14631,I have forgotten.,J'ai oublié.
14632,I have good news.,J'ai de bonnes nouvelles.
14633,I have hay fever.,J'ai le rhume des foins.
14634,I have heartburn.,J'ai des brûlures d'estomac.
14635,I have insurance.,Je dispose d'une assurance.
14636,I have no choice.,Je n'ai pas le choix.
14637,I have no excuse.,Je n'ai pas d'excuse.
14638,I have no excuse.,Je n'ai aucune excuse.
14639,I have no excuse.,Je suis dépourvu d'excuse.
14640,I have no family.,Je n'ai pas de famille.
14641,I have one child.,J'ai un enfant.
14642,I have one child.,J'ai une enfant.
14643,I have pneumonia.,J'ai une pneumonie.
14644,I have questions.,J'ai des questions.
14645,I have some food.,J'ai quelque chose à manger.
14646,I have some time.,J'ai du temps.
14647,I have some time.,Je dispose de temps.
14648,I have something.,J'ai quelque chose.
14649,I have sore feet.,Mes pieds me font mal.
14650,I have standards.,J'ai des critères.
14651,I have standards.,J'ai des étendards.
14652,I have standards.,J'ai des principes.
14653,I have to change.,Il faut que je change.
14654,I have to change.,Il me faut changer.
14655,I have to escape.,Je dois m'échapper.
14656,I have to go now.,"Il faut que j'y aille, maintenant."
14657,I have to say no.,Je dois dire non.
14658,I have to say no.,Il me faut dire non.
14659,I have toothache.,J'ai mal aux dents.
14660,I have toothache.,J'ai une rage de dent.
14661,I have two books.,J'ai deux livres.
14662,I hear he is ill.,J'ai entendu qu'il était souffrant.
14663,I hear something.,J'entends quelque chose.
14664,I hear the phone.,J'entends le téléphone.
14665,I hear the phone.,J'entends le téléphone qui sonne.
14666,I hear the phone.,J'entends une sonnerie de téléphone.
14667,I heard a scream.,J'ai entendu un cri.
14668,I heard about it.,J'en ai entendu parler.
14669,I heard coughing.,J'ai entendu tousser.
14670,I heard gunshots.,J'ai entendu des détonations.
14671,I heard it on TV.,Je l'ai entendu à la télé.
14672,I heard the bell.,J'ai entendu la cloche.
14673,I heard the bell.,J'entendis la cloche.
14674,I hope it's over.,J'espère que c'est terminé.
14675,I hope it's true.,J'espère que c'est vrai.
14676,I hope to attend.,J'espère y assister.
14677,I hope you agree.,J'espère que tu es d'accord.
14678,I insist on that.,J'insiste sur cela.
14679,I just got a job.,Je viens d'avoir un boulot.
14680,I just got a job.,Je viens d'obtenir un boulot.
14681,I just got fired.,Je viens de me faire virer.
14682,I just love that.,"J'adore ça, tout simplement."
14683,I just opened it.,Je viens de l'ouvrir.
14684,I just said that.,Je viens de le dire.
14685,I keep a journal.,Je tiens un journal.
14686,I kicked the dog.,J'ai filé un coup de pied au chien.
14687,I knew the risks.,Je connaissais les risques.
14688,I knit every day.,Je tricote tous les jours.
14689,I know I'm wrong.,Je sais que j'ai tort.
14690,I know Tom is in.,Je sais que Tom est dedans.
14691,I know Tom is in.,Je sais que Tom est là.
14692,I know Tom is in.,Je sais que Tom est partant.
14693,I know he did it.,Je sais qu'il l'a fait.
14694,I know it myself.,Je le sais moi-même.
14695,I know only this.,Je sais seulement cela.
14696,I know that girl.,Je connais cette fille.
14697,I know that name.,Je connais ce nom.
14698,I know the drill.,Je connais la chanson.
14699,I know the truth.,Je connais la vérité.
14700,I know this song.,Je connais cette chanson.
14701,I know your face.,Je connais ton visage.
14702,I know your name.,Je connais ton nom.
14703,I know your name.,Je connais votre nom.
14704,I know your type.,Je connais votre genre.
14705,I know your type.,Je connais ton genre.
14706,I leave tomorrow.,Je pars demain.
14707,I left a message.,J'ai laissé un message.
14708,I let the cat in.,J'ai laissé entrer le chat.
14709,I let the cat in.,Je laisse entrer le chat.
14710,I lifted the box.,J'ai soulevé la boite.
14711,I like astrology.,J'aime l'astrologie.
14712,I like chocolate.,J'adore le chocolat.
14713,I like elephants.,J'aime les éléphants.
14714,I like fresh air.,J'apprécie l'air frais.
14715,I like her novel.,J'aime son roman.
14716,I like his music.,J'aime sa musique.
14717,I like math best.,Ce sont les maths que je préfère.
14718,I like mysteries.,J'aime les mystères.
14719,I like pop music.,J'aime la musique pop.
14720,I like surprises.,J'aime les surprises.
14721,I like that idea.,J'aime cette idée.
14722,I like that song.,J'aime cette chanson.
14723,I like the beach.,J'aime la plage.
14724,I like the ocean.,J'aime l'océan.
14725,I like these two.,J'aime ces deux-ci.
14726,I like this book.,J'aime cet ouvrage.
14727,I like this book.,J'aime ce livre.
14728,I like this game.,J'apprécie cette manche.
14729,I like this room.,J'aime cette pièce.
14730,I like this room.,J'aime cette chambre.
14731,I like this song.,J'aime cette chanson.
14732,I like to travel.,J'aime voyager.
14733,I like traveling.,J'aime voyager.
14734,I like what I do.,J'apprécie ce que je fais.
14735,I like your city.,J'aime ta ville.
14736,I like your hair.,J'aime tes cheveux.
14737,I like your hair.,J'aime vos cheveux.
14738,I like your legs.,J'aime vos jambes.
14739,I like your legs.,J'aime tes jambes.
14740,I liked it a lot.,Je l'ai beaucoup aimé.
14741,I liked it a lot.,Je l'ai beaucoup aimée.
14742,I lit the candle.,J'allumai la chandelle.
14743,I lit the candle.,J'allumai le cierge.
14744,I lit the candle.,J'allumai la bougie.
14745,I live in Boston.,Je vis à Boston.
14746,I live in Boston.,J'habite à Boston.
14747,I live near here.,Je vis à proximité.
14748,I live near here.,Je vis près d'ici.
14749,I live next door.,Je vis la porte à côté.
14750,I live on a boat.,Je vis sur un bateau.
14751,I lost my camera.,J'ai perdu mon appareil photo.
14752,I lost my papers.,J'ai perdu mes papiers.
14753,I lost my temper.,Je perdis patience.
14754,I lost my wallet.,J'ai perdu mon portefeuille.
14755,I lost the watch.,J'ai perdu ma montre.
14756,I lost the watch.,J’ai perdu ma montre.
14757,I love Australia.,J'adore l'Australie.
14758,I love Christmas.,J'adore Noël.
14759,I love adventure.,J'adore l'aventure.
14760,I love astronomy.,J'adore l'astronomie.
14761,I love chocolate.,J'adore le chocolat.
14762,I love egg yolks.,J'adore les jaunes d’œufs.
14763,I love gardening.,J'adore jardiner.
14764,I love libraries.,J'adore les bibliothèques.
14765,I love my family.,J'adore ma famille.
14766,I love my mother.,J'adore ma mère.
14767,I love old books.,J'adore les ouvrages anciens.
14768,I love soul food.,J'adore les nourritures de l'esprit.
14769,I love surprises.,J'adore les surprises.
14770,I love that book.,J'adore ce livre.
14771,I love that idea.,J'adore cette idée.
14772,I love that show.,J'adore ce spectacle.
14773,I love that song.,J'adore cette chanson.
14774,I love that suit.,J'aime ce costume.
14775,I love that word.,J'aime ce mot.
14776,I love this band.,J'aime ce groupe.
14777,I love this game.,J'adore ce jeu.
14778,I love this game.,J'adore cette partie.
14779,I love this game.,J'adore cette manche.
14780,I love this part.,J'adore cette partie.
14781,I love this part.,J'adore ce rôle.
14782,I love this show.,J'adore ce spectacle.
14783,I love this song.,J'adore cette chanson.
14784,I love this town.,J'adore cette ville.
14785,I love this view.,J'adore cette vue.
14786,I love to travel.,J'aime voyager.
14787,I love traveling.,J'adore voyager.
14788,I love what I do.,J'adore ce que je fais.
14789,I love you a lot.,Je t'aime beaucoup.
14790,I love your city.,J'aime ta ville.
14791,I love your eyes.,J'adore vos yeux.
14792,I love your eyes.,J'adore tes yeux.
14793,I love your hair.,J'adore tes cheveux.
14794,I loved that car.,J'ai adoré cette voiture.
14795,I loved that dog.,J'ai adoré ce chien.
14796,I loved the play.,J'ai adoré la pièce.
14797,I made Tom laugh.,J'ai fait rire Tom.
14798,I made a fortune.,J'ai amassé une fortune.
14799,I made a mistake.,J'ai commis une erreur.
14800,I made a promise.,J'ai fait une promesse.
14801,I made a promise.,Je fis une promesse.
14802,I made a snowman.,J’ai fait un bonhomme de neige.
14803,I made breakfast.,J'ai préparé le petit-déjeuner.
14804,I made him do so.,Je le lui ai fait faire.
14805,I made it myself.,Je l'ai confectionné moi-même.
14806,I made it myself.,Je l'ai confectionnée moi-même.
14807,I made it myself.,Je l'ai confectionné par moi-même.
14808,I made it myself.,Je l'ai fait moi-même.
14809,I make the rules.,Je fais les règles.
14810,I make the rules.,Je décide des règles.
14811,I may be too old.,Je suis peut-être trop vieux.
14812,I may be too old.,Peut-être suis-je trop vieux.
14813,I met my friends.,J'ai rencontré mes amis.
14814,I might be wrong.,Il se peut que j'aie tort.
14815,I miss her a lot.,Elle me manque fort.
14816,I miss her a lot.,Elle me manque beaucoup.
14817,I miss you a lot.,Vous me manquez beaucoup.
14818,I miss you badly.,Tu me manques beaucoup.
14819,I miss you badly.,Tu me manques énormément.
14820,I missed the bus.,J'ai raté le bus.
14821,I missed the bus.,J'ai manqué le bus.
14822,I missed the bus.,J'ai loupé le bus.
14823,I must apologize.,Je dois faire mes excuses.
14824,I must get going.,Je dois y aller.
14825,I must get going.,Il faut que j'y aille.
14826,I must leave now.,Je dois partir maintenant.
14827,I must warn them.,Je dois les prévenir.
14828,I must warn them.,Il me faut les prévenir.
14829,I nearly starved.,Je suis presque mort de faim.
14830,I nearly starved.,Je mourus presque de faim.
14831,I need a Kleenex.,Il me faut un Kleenex.
14832,I need a Kleenex.,J'ai besoin d'un Kleenex.
14833,I need a blanket.,Il me faut une couverture.
14834,I need a haircut.,J'ai besoin de me faire couper les cheveux.
14835,I need a holiday.,Il me faut des vacances.
14836,I need a miracle.,Il me faut un miracle.
14837,I need a new one.,Il m'en faut un nouveau.
14838,I need a new one.,Il m'en faut une nouvelle.
14839,I need a partner.,J'ai besoin d'un partenaire.
14840,I need a partner.,J'ai besoin d'une partenaire.
14841,I need a plumber.,J'ai besoin d'un plombier.
14842,I need a red pen.,J'ai besoin d'un stylo rouge.
14843,I need all of it.,J'ai besoin du tout.
14844,I need an escort.,J'ai besoin d'une escorte.
14845,I need an escort.,J'ai besoin d'une hôtesse.
14846,I need envelopes.,J'ai besoin d'enveloppes.
14847,I need more gold.,J'ai besoin de plus d'or.
14848,I need more gold.,J'ai besoin de davantage d'or.
14849,I need more room.,J'ai besoin de plus d'espace.
14850,I need more room.,Il me faut plus de place.
14851,I need more time.,J'ai besoin de plus de temps.
14852,I need new shoes.,J'ai besoin de nouvelles chaussures.
14853,I need new tires.,J'ai besoin de nouveaux pneus.
14854,I need new tires.,Il me faut des pneus neufs.
14855,I need some cash.,Il me faut du liquide.
14856,I need some cash.,J'ai besoin de liquide.
14857,I need some soap.,J'ai besoin de savon.
14858,I need subtitles.,J'ai besoin de sous-titres.
14859,I need the money.,J'ai besoin de l'argent.
14860,I need to travel.,Il faut que je voyage.
14861,I need to travel.,J'ai besoin de voyager.
14862,I need your help.,J'ai besoin que tu m'aides.
14863,I need your help.,J'ai besoin de ton aide.
14864,I need your help.,J'ai besoin de votre aide.
14865,I never did that.,Je ne l'ai jamais fait.
14866,I never did that.,Je n'ai jamais fait ça.
14867,I never sleep in.,Je ne fais jamais la grasse matinée.
14868,I never sleep in.,Je ne dors jamais sur mon lieu de travail.
14869,I never told Tom.,Je ne l’ai jamais dit à Tom.
14870,I often exercise.,Je fais souvent de l'exercice.
14871,I opened one eye.,J'ouvris un œil.
14872,I opened one eye.,J'ai ouvert un œil.
14873,I opened the bag.,J'ai ouvert le sac.
14874,I owe him a debt.,J'ai une dette envers lui.
14875,I owe him a debt.,J'ai une dette à son égard.
14876,I owe you a beer.,Je te dois une bière.
14877,I owe you a beer.,Je vous dois une bière.
14878,I own a computer.,Je possède un ordinateur.
14879,I own this place.,Je possède cet endroit.
14880,I own this store.,Je possède ce magasin.
14881,I paid attention.,J'ai fait attention.
14882,I paid attention.,J'ai prêté attention.
14883,I paid the check.,J'ai payé l'addition.
14884,I party too much.,Je fais trop la fête.
14885,I party too much.,Je fais trop la nouba.
14886,I pay my own way.,Je peux me gérer seul.
14887,I pay my own way.,Je paie mes propres dettes.
14888,I planted a tree.,J'ai planté un arbre.
14889,I play in a band.,Je joue dans un groupe.
14890,I play the piano.,Je joue du piano.
14891,I pointed at him.,Je l'ai désigné.
14892,I prayed for Tom.,J'ai prié pour Tom.
14893,I prefer reading.,Je préfère lire.
14894,I prefer to read.,Je préfère lire.
14895,I prefer to walk.,Je préfère marcher.
14896,I prefer walking.,Je préfère marcher.
14897,I ran downstairs.,Je me précipitai au bas des escaliers.
14898,I ran downstairs.,Je me suis précipité en bas.
14899,I ran downstairs.,Je me suis précipitée en bas.
14900,I ran out of gas.,Je tombai en panne d'essence.
14901,I ran out of gas.,Je suis tombé en panne d'essence.
14902,I ran out of gas.,Je suis tombée en panne d'essence.
14903,I ran out of ink.,Je n'avais plus d'encre.
14904,I really am busy.,Je suis vraiment occupé.
14905,I really am busy.,Je suis vraiment occupée.
14906,I really hope so.,Je l’espère vraiment.
14907,I really hope so.,Je l’espère de tout mon cœur.
14908,I really hurried.,Je me suis vraiment dépêché.
14909,I really hurried.,Je me suis vraiment dépêchée.
14910,I really like it.,Je kiffe trop.
14911,I really mean it.,Je suis sérieux.
14912,I really mean it.,Je suis sérieuse.
14913,I really need it.,J'en ai vraiment besoin.
14914,I recommend this.,Je recommande ceci.
14915,I refuse to work.,Je refuse de travailler.
14916,I refused to pay.,Je refusai de payer.
14917,I refused to pay.,J'ai refusé de payer.
14918,I refused to pay.,Je me refusai à payer.
14919,I refused to pay.,Je me suis refusé à payer.
14920,I regret nothing.,Je ne regrette rien.
14921,I require advice.,Je requiers des conseils.
14922,I rubbed my feet.,Je me suis frotté les pieds.
14923,I run this place.,Je fais marcher cet endroit.
14924,I said I was sad.,J'ai dit que j'étais triste.
14925,I said stay back.,J'ai dit de rester en arrière.
14926,I sat at the bar.,Je me suis assis au bar.
14927,I sat at the bar.,Je me suis assise au bar.
14928,I sat beside her.,Je m'assis à côté d'elle.
14929,I saw Tom's face.,J'aperçus le visage de Tom.
14930,I saw everything.,J'ai tout vu.
14931,I saw him go out.,Je l'ai vu sortir.
14932,I see your house.,Je vois votre maison.
14933,I see your house.,Je vois ta maison.
14934,I see your point.,Je vois ce que tu veux dire.
14935,I see your point.,Je vois ce que vous voulez dire.
14936,I seldom do that.,Je fais rarement cela.
14937,I seldom see him.,Je le vois rarement.
14938,I sell computers.,Je vends des ordinateurs.
14939,I sell umbrellas.,Je vends des parapluies.
14940,I sing at church.,Je chante à l'église.
14941,I sold the books.,J'ai vendu les livres.
14942,I started crying.,Je me suis mis à pleurer.
14943,I started crying.,Je me suis mise à pleurer.
14944,I started to cry.,J'ai commencé à pleurer.
14945,I still like Tom.,J'aime toujours Tom.
14946,I still love you.,Je t'aime encore.
14947,I still love you.,Je vous aime encore.
14948,I still love you.,Je t'aime toujours.
14949,I still love you.,Je vous aime toujours.
14950,I still think so.,Je le pense encore.
14951,I still think so.,Je le pense toujours.
14952,I strongly agree.,Je suis tout à fait d'accord.
14953,I suffered a lot.,J'ai beaucoup souffert.
14954,I swim every day.,Je nage tous les jours.
14955,I talk to myself.,Je parle tout seul.
14956,I talk to myself.,Je me parle.
14957,I talk to myself.,Je parle à moi-même.
14958,I think I'm done.,Je pense que j'ai fini.
14959,I think I'm done.,Je pense que j'ai terminé.
14960,I think Tom died.,Je pense que Tom est mort.
14961,I think Tom left.,Je pense que Tom est parti.
14962,I think it's Tom.,Je pense que c'est Tom.
14963,I took a picture.,J'ai pris une photo.
14964,I took the money.,J'ai pris l'argent.
14965,I totally forgot.,J'ai complètement oublié.
14966,I tried to do it.,J'ai essayé de le faire.
14967,I truly hope not.,Je ne l'espère vraiment pas.
14968,I understand why.,Je comprends pourquoi.
14969,I understand you.,Je te comprends.
14970,I understand you.,Je vous comprends.
14971,I used to be fat.,J'ai été gros.
14972,I visited Boston.,J'ai visité Boston.
14973,I waited a month.,J'ai attendu un mois.
14974,I waited a while.,J'attendis un moment.
14975,I waited a while.,J'ai attendu un moment.
14976,I walk every day.,Je marche tous les jours.
14977,I walk to school.,Je vais à l'école en marchant.
14978,I want Tom fired.,Je veux que Tom soit licencié.
14979,I want a bicycle.,Je veux un vélo.
14980,I want a blanket.,Je veux une couverture.
14981,I want a divorce.,Je veux divorcer.
14982,I want a martini.,Je veux un martini.
14983,I want a pen pal.,Je veux un correspondant.
14984,I want a raccoon.,Je veux un raton laveur.
14985,I want a rematch.,Je veux une revanche.
14986,I want a scooter.,Je veux une trottinette.
14987,I want ice cream.,Je veux une glace.
14988,I want much more.,Je veux beaucoup plus.
14989,I want some help.,Je veux de l'aide.
14990,I want some milk.,Je veux du lait.
14991,I want that book.,Je veux ce livre.
14992,I want the facts.,Je veux les faits.
14993,I want to go out.,Je veux sortir.
14994,I want to go out.,Je veux aller dehors.
14995,I want to resign.,Je veux démissionner.
14996,I want to resign.,Je souhaite démissionner.
14997,I want to retire.,Je veux prendre ma retraite.
14998,I want to retire.,Je veux partir à la retraite.
14999,I want to retire.,Je veux prendre ma pension.
15000,I want to scream.,J'ai envie de crier.
15001,I want to see it.,Je veux le voir.
15002,I want to see it.,Je veux voir ça.
15003,I want to try it.,Je veux essayer.
15004,I want to try it.,Je veux le tenter.
15005,I want us to win.,Je veux que nous gagnions.
15006,I want vengeance.,Je veux ma vengeance.
15007,I want you to go.,Je veux que vous partiez.
15008,I want your love.,Je veux ton amour.
15009,I want your love.,Je veux ton affection.
15010,I want your love.,Je veux votre amour.
15011,I want your love.,Je veux votre affection.
15012,I wanted to come.,Je voulais venir.
15013,I wanted to quit.,Je voulais démissionner.
15014,I was 13 in 2003.,J'avais treize ans en 2003.
15015,I was a criminal.,J'étais un criminel.
15016,I was astonished.,Je fus étonné.
15017,I was astonished.,J'ai été étonné.
15018,I was born there.,Je suis né là.
15019,I was born there.,Je suis née là.
15020,I was born there.,J'y suis né.
15021,I was born there.,J'y suis née.
