,EN,FR
36611,Let's clean our room.,Nettoyons notre chambre.
36612,Let's discuss it now.,Discutons-en maintenant.
36613,Let's do it this way.,Faisons-le de cette façon.
36614,Let's do it this way.,Faisons-le de cette manière.
36615,Let's do it your way.,Faisons-le à ta façon.
36616,Let's face the facts!,Regardons la réalité !
36617,Let's finish the job.,Finissons le boulot !
36618,Let's get on the bus.,Montons dans le bus.
36619,Let's get some sleep.,Prenons un peu de sommeil !
36620,Let's get the others.,Allons chercher les autres.
36621,Let's go back inside.,Retournons à l'intérieur.
36622,"Let's go by taxi, OK?","Allons-y en taxi, d'accord ?"
36623,Let's go out tonight?,On sort ce soir ?
36624,Let's go to my house.,Allons chez moi.
36625,Let's go to the park.,Allons au parc.
36626,Let's have breakfast.,Prenons le petit-déjeuner !
36627,Let's hope she comes.,Pourvu qu'elle vienne.
36628,Let's meet on Sunday.,Rencontrons-nous dimanche.
36629,Let's not be enemies.,Ne soyons pas ennemis.
36630,Let's not be enemies.,Ne soyons pas ennemies.
36631,Let's not exaggerate.,N'exagérons pas.
36632,Let's not waste time.,Ne perdons pas notre temps.
36633,Let's split the bill.,Partageons la note.
36634,Let's study together.,Étudions ensemble.
36635,Let's take a picture.,Prenons une photo.
36636,Let's take our seats.,Asseyons-nous.
36637,Let's talk seriously.,Parlons sérieusement.
36638,Let's try once again.,Essayons encore une fois.
36639,Lies beget more lies.,Le mensonge entraîne le mensonge.
36640,Life begins at forty.,La vie commence à quarante ans.
36641,Life seems so unfair.,La vie semble si injuste.
36642,Lincoln died in 1865.,Lincoln est mort en 1865.
36643,"Listen to me, please.","Écoutez-moi, s'il vous plaît."
36644,Look at it carefully.,Regarde-le attentivement.
36645,Look at it carefully.,Regardez-la attentivement.
36646,Look at that big dog.,Regarde ce gros chien.
36647,Look at that big dog.,Regardez ce gros chien.
36648,Look at that picture.,Regardez cette image.
36649,Look at that picture.,Regarde ce tableau.
36650,Look at that picture.,Regardez cette photo.
36651,Look at that picture.,Regarde cette photo.
36652,Look at that picture.,Regarde cette image.
36653,Look at the dog jump.,Regarde le chien sauter !
36654,Look at the dog jump.,Regardez le chien sauter !
36655,Look at the evidence.,Regarde les preuves.
36656,Look at the evidence.,Regardez les preuves.
36657,Look at these prices.,Regarde ces prix.
36658,Look at these prices.,Regardez ces prix.
36659,Look at this picture.,Regarde ce tableau.
36660,Look at this picture.,Regardez cette photo.
36661,Look at those clouds.,Regarde ces nuages.
36662,Look at those clouds.,Regardez ces nuages.
36663,Look at what we made.,Regarde ce qu'on a fait.
36664,Look at what you did.,Regarde ce que tu as fait.
36665,Look at what you did.,Regardez ce que vous avez fait.
36666,Look before you leap.,Regarde avant de sauter.
36667,Look before you leap.,Regardez avant de sauter.
36668,"Look forward, please.","Regardez devant vous, je vous prie."
36669,Look in front of you.,Regarde devant toi !
36670,Look in front of you.,Regardez devant vous !
36671,Look what I've found.,Regardez ce que j'ai trouvé.
36672,Love is blinding you.,L'amour te rend aveugle.
36673,Love knows no limits.,L'amour ne connaît pas de limites.
36674,"Love me, love my dog.","Qui m'aime, aime aussi mon chien."
36675,Luck was on our side.,La chance était de notre côté.
36676,"Luckily, I was wrong.","Par chance, j'avais tort."
36677,Make him work for it.,Fais-le travailler pour !
36678,Make him work for it.,Faites-le travailler pour !
36679,Man is doomed to die.,L'Homme est voué à mourir.
36680,Many lives were lost.,De nombreuses vies furent perdues.
36681,Many men died at sea.,Beaucoup d'hommes sont morts en mer.
36682,Many trees fell down.,De nombreux arbres churent.
36683,Mary hugged her doll.,Mary serra sa poupée.
36684,Mary hugged her doll.,Mary a fait un câlin à sa poupée.
36685,Mary is Tom's cousin.,Mary est la cousine de Tom.
36686,Mary is Tom's mother.,Marie est la mère de Tom.
36687,Mary is Tom's sister.,Marie est la sœur de Tom.
36688,Mary is a brave girl.,Marie est une brave fille.
36689,Mary is a lucky girl.,Mary est une fille chanceuse.
36690,Mary is a single mom.,Mary est une mère célibataire.
36691,Mary is a smart girl.,Mary est une fille intelligente.
36692,May I ask a question?,Puis-je poser une question ?
36693,May I borrow a ruler?,Puis-je emprunter une règle ?
36694,May I eat this apple?,Puis-je manger cette pomme ?
36695,May I eat this apple?,Je peux manger cette pomme ?
36696,May I eat this bread?,Puis-je manger ce pain ?
36697,May I go out to play?,Puis-je aller jouer dehors ?
36698,May I have a program?,Puis-je avoir un programme ?
36699,May I have a receipt?,Je peux avoir un reçu ?
36700,May I have some rice?,Puis-je avoir du riz ?
36701,May I have this book?,Je peux avoir ce livre ?
36702,May I play the piano?,Puis-je jouer du piano ?
36703,May I take a message?,Puis-je prendre un message ?
36704,May I take your coat?,Puis-je prendre ton manteau ?
36705,May I use some paper?,Puis-je utiliser un peu de papier ?
36706,May I use the toilet?,Puis-je utiliser la salle de bain ?
36707,May I use your phone?,Puis-je utiliser votre téléphone ?
36708,May I use your phone?,Puis-je utiliser votre téléphone ?
36709,May I use your phone?,Puis-je utiliser ton téléphone ?
36710,Maybe I can show you.,Peut-être puis-je te le montrer.
36711,Maybe I can show you.,Peut-être puis-je vous le montrer.
36712,Maybe I deserve this.,Peut-être est-ce que je le mérite.
36713,Maybe I should do it.,Peut-être devrais-je le faire.
36714,Maybe I'm just crazy.,Peut-être que je suis simplement dingue.
36715,Maybe Tom is in love.,Tom est peut-être amoureux.
36716,Maybe Tom left early.,Peut-être que Tom est parti tôt.
36717,Maybe he's not young.,Peut-être n'est-il pas jeune.
36718,Maybe it was obvious.,Peut-être était-ce évident.
36719,Maybe she won't come.,Peut-être qu'elle ne viendra pas.
36720,Maybe we should pray.,Peut-être devrions-nous prier.
36721,Maybe we should talk.,Peut-être devrions-nous parler.
36722,Maybe you were right.,Tu avais peut-être raison.
36723,Maybe you were right.,Vous aviez peut-être raison.
36724,Maybe you'll succeed.,Tu réussiras peut-être.
36725,Meet me in the lobby.,Rejoins-moi dans le hall.
36726,Meeting boys is hard.,Rencontrer des garçons est difficile.
36727,Men are all the same.,Les hommes sont tous les mêmes.
36728,Milk makes us strong.,Le lait nous rend fort.
36729,Misery loves company.,Le malheur ne vient jamais seul.
36730,Mom is now in heaven.,Maman est maintenant au ciel.
36731,Most people think so.,La plupart des gens pensent ça.
36732,My apartment is near.,Mon appartement est à proximité.
36733,My bag is very heavy.,Mon sac est très lourd.
36734,My brother is stupid.,Mon frère est stupide.
36735,My car is out of gas.,Ma voiture n'a plus d'essence.
36736,My car is over there.,Ma voiture est là-bas.
36737,My car needs washing.,Ma voiture a besoin d'être lavée.
36738,My children are sick.,Mes enfants sont malades.
36739,My dad works all day.,Mon papa travaille toute la journée.
36740,My eyes are watering.,Mes yeux sont en larmes.
36741,My eyes keep burning.,Les yeux continuent à me brûler.
36742,My father grows rice.,Mon père cultive du riz.
36743,My father is at home.,Mon père est à la maison.
36744,My father isn't home.,Mon père n’est pas à la maison.
36745,My father works here.,Mon père travaille ici.
36746,My foot really hurts.,Mon pied me fait vraiment mal.
36747,My gums are bleeding.,Mes gencives saignent.
36748,My hair is still wet.,Mes cheveux sont encore mouillés.
36749,My hands are shaking.,Mes mains tremblent.
36750,My hands are shaking.,J'ai les mains qui tremblent.
36751,My head really aches.,Ma tête me fait vraiment mal.
36752,My headache has gone.,Je n'ai plus mal à la tête.
36753,My home is your home.,Ma maison est ta maison.
36754,My home is your home.,Ma maison est la tienne.
36755,My house burned down.,Ma maison a complètement brûlé.
36756,My house was on fire.,Ma maison était en feu.
36757,My left hand is numb.,Ma main gauche est engourdie.
36758,My life is in danger.,Ma vie est en danger.
36759,My mother can't come.,Ma mère ne peut pas venir.
36760,My mother cooks well.,Ma mère cuisine bien.
36761,My mother is at home.,Ma mère est à la maison.
36762,My mother was crying.,Ma mère pleurait.
36763,My neighbor is crazy.,Mon voisin est fou.
36764,My parents are crazy.,Mes parents sont cinglés.
36765,My pen is out of ink.,Mon stylo est à court d'encre.
36766,My plan was rejected.,Mon projet a été rejeté.
36767,My school has a band.,Mon école a un groupe de musique.
36768,My sister is a moron.,Ma sœur est une idiote.
36769,My sister is a nurse.,Ma sœur est infirmière.
36770,My sister is married.,Ma sœur est mariée.
36771,My skirt is too long.,Ma jupe est trop longue.
36772,My son can tell time.,Mon fils sait lire l'heure.
36773,My son is too skinny.,Mon fils est trop maigre.
36774,My son loves rockets.,Mon fils adore les fusées.
36775,My sons are soldiers.,Mes fils sont soldats.
36776,My study is upstairs.,Mon bureau est en haut.
36777,My turn finally came.,Mon tour vint enfin.
36778,My watch is accurate.,Ma montre est à l'heure exacte.
36779,Neither is beautiful.,Aucune des deux n'est belle.
36780,Neither is beautiful.,Aucun des deux n'est beau.
36781,No animals were shot.,On n'a tiré sur aucun animal.
36782,No man escapes death.,Aucun homme n'échappe à la mort.
36783,No news is good news.,"Pas de nouvelles, bonnes nouvelles."
36784,No one believed that.,Personne ne l'a cru.
36785,No one believed that.,Personne ne le crut.
36786,No one can deny that.,Personne ne peut dire le contraire.
36787,No one deserves that.,Personne ne mérite cela.
36788,No one else knows it.,Personne d'autre ne le sait.
36789,No one escaped alive.,Personne n'en a réchappé vivant.
36790,No one escaped alive.,Personne n'en réchappa vivant.
36791,No one expected much.,Personne n'espérait grand-chose.
36792,No one had an answer.,Personne n'avait de réponse.
36793,No one has a problem.,Personne n'a de problème.
36794,No one has been here.,Personne n'a été ici.
36795,No one is asking you.,Personne ne vous le demande.
36796,No one is asking you.,Personne ne te le demande.
36797,No one is downstairs.,Personne ne se trouve en bas.
36798,No one is expendable.,Personne n'est superflu.
36799,No one is interested.,Ça n'intéresse personne.
36800,No one is that lucky.,Personne n'a autant de chance.
36801,No one is unbeatable.,Personne n'est imbattable.
36802,No one likes to lose.,Personne n'aime perdre.
36803,No one listens to me.,Personne ne m'écoute.
36804,No one reads my blog.,Personne ne lit mon journal électronique.
36805,No one said anything.,Personne n'a rien dit.
36806,No one said anything.,Personne ne dit rien.
36807,No one seemed afraid.,Personne ne semblait effrayé.
36808,No one seems to care.,Tout le monde à l'air de s'en foutre.
36809,No one seems to care.,Personne ne semble y prêter attention.
36810,No one was awake yet.,Personne n'était encore éveillé.
36811,No one was listening.,Personne n'écoutait.
36812,No one was satisfied.,Personne ne fut satisfait.
36813,No one was surprised.,Personne ne fut surpris.
36814,No one will harm you.,Personne ne va te faire de mal.
36815,No one will stop you.,Personne ne t'arrêtera.
36816,No one will stop you.,Personne ne vous arrêtera.
36817,No one's blaming you.,Personne ne vous fait de reproche.
36818,No one's blaming you.,Personne ne te fait de reproche.
36819,No one's judging you.,Personne ne vous juge.
36820,No one's judging you.,Personne ne te juge.
36821,No one's watching me.,Personne ne me regarde.
36822,No system is perfect.,Aucun système n'est parfait.
36823,Nobody deserves that.,Personne ne mérite ça.
36824,Nobody deserves that.,Personne ne mérite cela.
36825,Nobody had an answer.,Personne n'avait de réponse.
36826,Nobody is interested.,Ça n'intéresse personne.
36827,Nobody owns the moon.,Personne ne possède la Lune.
36828,Nobody saw it coming.,Personne ne l'a vu venir.
36829,Nobody saw it coming.,Personne ne le vit venir.
36830,Nobody spoke with me.,Personne n'a parlé avec moi.
36831,Nobody threatened me.,Personne ne m'a menacé.
36832,Nobody threatened me.,Personne ne m'a menacée.
36833,Nobody wants to work.,Personne ne veut travailler.
36834,Nobody will help you.,Personne ne t'aidera.
36835,Nobody will help you.,Personne ne vous aidera.
36836,Nobody's forcing you.,Personne ne vous force la main.
36837,None of this is good.,Rien de cela n'est bon.
36838,None of us are happy.,Aucun d'entre nous n'est heureux.
36839,None of us are happy.,Aucune d'entre nous n'est heureuse.
36840,None of us want that.,Aucun d'entre nous ne le veut.
36841,None of us want that.,Aucune d'entre nous ne le veut.
36842,Not everyone noticed.,Tout le monde n'a pas remarqué.
36843,Not much has changed.,Pas grand-chose n'a changé.
36844,Nothing I did helped.,Rien de ce que j'ai fait n'a aidé.
36845,Nothing can stop him.,Rien ne peut l'arrêter.
36846,Nothing is happening.,Rien ne se passe.
36847,Nothing is happening.,Rien n'a lieu.
36848,Nothing is happening.,Rien ne se produit.
36849,Now give me the list.,"Maintenant, donne-moi la liste."
36850,"OK, I think I get it.","D'accord, je pense que je capte."
36851,"OK, I think I get it.","D'accord, je pense que je pige."
36852,"OK, I think I got it.","D'accord, je pense que j'ai capté."
36853,"OK, I think I got it.","D'accord, je pense que j'ai pigé."
36854,"On the rocks, please.","Avec des glaçons, s'il vous plaît."
36855,One of them is a spy.,L'un d'eux est un espion.
36856,One of them is a spy.,L'un d'entre eux est un espion.
36857,One of them is a spy.,L'une d'elles est une espionne.
36858,One of them is a spy.,L'une d'entre elles est une espionne.
36859,"Oops, I did it again.","Et zut, j'ai recommencé !"
36860,Open your mouth wide.,Ouvrez grand la bouche.
36861,Our dog seldom bites.,Notre chien mord rarement.
36862,Our dreams came true.,Nos rêves se sont réalisés.
36863,Our marriage is over.,Notre mariage a pris fin.
36864,People were watching.,Les gens regardaient.
36865,Perhaps he will come.,Il viendra peut-être.
36866,Perhaps he will come.,Peut-être viendra-t-il.
36867,Perhaps you're right.,Tu as peut-être raison.
36868,Phew! That was close!,Ouf ! Il était grand temps !
36869,Planes are expensive.,Les avions sont chers.
36870,Planes are expensive.,Les rabots sont chers.
36871,Play that song again.,Rejoue cette chanson !
36872,Play that song again.,Rejouez cette chanson !
36873,Playing cards is fun.,C'est amusant de jouer aux cartes.
36874,Playing cards is fun.,Jouer aux cartes est amusant.
36875,Please air the futon.,"Aère le futon, s'il te plaît !"
36876,Please air the futon.,Veuillez aérer le futon !
36877,Please beat the eggs.,"Bats les œufs, s'il te plaît."
36878,Please beat the eggs.,"Battez les œufs, s'il vous plaît."
36879,Please choose wisely.,Veuillez choisir judicieusement.
36880,Please choose wisely.,Merci de faire un choix judicieux.
36881,Please choose wisely.,"Choisissez judicieusement, s'il vous plaît."
36882,Please come this way.,Venez par ici s'il vous plaît.
36883,Please come this way.,"Par ici, s'il vous plait."
36884,Please come this way.,"Par ici, je vous prie."
36885,Please deal the card.,"Distribuez les cartes, s'il vous plaît."
36886,Please do it quickly.,Fais-le rapidement s'il te plaît.
36887,Please do it quickly.,Faites-le rapidement s'il vous plaît.
36888,Please do not buy it.,"Ne l'achetez pas, je vous prie !"
36889,Please do not buy it.,"Ne l'achète pas, je te prie !"
36890,Please don't be late.,"Ne sois pas en retard, s'il te plaît."
36891,Please don't be late.,"Ne soyez pas en retard, s'il vous plaît."
36892,Please don't go away.,"S'il te plaît, ne t'en va pas."
36893,Please don't go away.,"S'il te plaît, ne pars pas."
36894,Please don't go away.,"S'il vous plaît, ne vous en allez pas."
36895,Please don't go away.,"S'il vous plaît, ne partez pas."
36896,Please don't go home.,"Ne va pas chez toi, je te prie."
36897,Please don't go home.,"N'allez pas chez vous, je vous prie."
36898,Please don't go home.,"N'allez pas chez vous, je vous en prie."
36899,Please don't go home.,"Ne va pas chez toi, je t'en prie."
36900,Please don't hang up.,Ne raccrochez pas s'il vous plait.
36901,Please don't hurt me.,Veuillez ne pas me blesser.
36902,Please don't hurt me.,"Ne me blesse pas, je te prie."
36903,Please don't kill me.,"S'il vous plait, ne me tuez pas."
36904,Please don't kill me.,"S'il te plait, ne me tue pas."
36905,Please don't kill me.,Je vous prie de ne pas me tuer.
36906,Please eat some cake.,"S'il te plaît, mange un peu de gâteau !"
36907,Please eat some cake.,"S'il vous plaît, mangez un peu de gâteau !"
36908,Please eat something.,"Mangez quelque chose, je vous en prie."
36909,Please go right away.,"Partez sans délai, je vous prie !"
36910,Please go right away.,"Pars sans délai, je te prie !"
36911,Please help yourself.,Servez-vous s'il vous plaît.
36912,Please help yourself.,"Je vous en prie, servez-vous."
36913,Please insert a coin.,Veuillez insérer une pièce.
36914,Please keep in touch.,Veuillez garder le contact.
36915,Please keep in touch.,Veuillez rester en contact.
36916,Please keep in touch.,"Reste en contact, s'il te plait."
36917,Please lock the safe.,"Verrouille le coffre-fort, je te prie."
36918,Please open the door.,"Ouvrez la porte, s'il vous plaît."
36919,Please open the door.,Veuillez ouvrir la porte.
36920,Please open your bag.,"S'il vous plait, ouvrez votre sac."
36921,Please pay attention.,Faites attention s'il vous plait.
36922,Please pull the rope.,Veuillez tirer sur la corde.
36923,Please pull the rope.,"Tire sur la corde, je te prie."
36924,Please read after me.,Merci de bien vouloir lire après moi.
36925,Please remain seated.,Veuillez rester assis.
36926,Please remain seated.,Veuillez rester assise.
36927,Please remain seated.,Veuillez rester assises.
36928,Please save my place.,"Gardez ma place, s'il vous plaît."
36929,Please shut the door.,"Fermez la porte, s'il vous plaît."
36930,Please shut the door.,Veuillez fermer la porte.
36931,Please shut the door.,"Ferme la porte, je te prie."
36932,Please shut the door.,"Ferme la porte, s'il te plait."
36933,Please stop laughing.,"Arrête de rire, s'il te plaît."
36934,Please stop laughing.,"Arrêtez de rire, s'il vous plaît."
36935,Please telephone him.,Veuillez lui téléphoner.
36936,Please telephone him.,"Téléphone-lui, je te prie."
36937,Please think it over.,Veuillez y réfléchir.
36938,Please think it over.,"Réfléchis-y, je te prie."
36939,Please think it over.,"Réfléchis-y, s'il te plaît."
36940,Please wait a moment.,Veuillez patienter un instant.
36941,Please write it down.,Pouvez-vous l'écrire s'il vous plait ?
36942,Please write it down.,Veuillez en prendre note.
36943,Please write it down.,Veuillez le noter.
36944,Price isn't an issue.,Le prix n'est pas un problème.
36945,Proceed with caution.,Procède avec prudence.
36946,Proceed with caution.,Procédez avec prudence.
36947,Put away your wallet.,Range ton portefeuille.
36948,Put down your pencil.,Posez vos crayons.
36949,Put it in the closet.,Mets-le dans le placard.
36950,Put it in the closet.,Mets-la dans le placard.
36951,Put it in the closet.,Mettez-le dans le placard.
36952,Put it in the closet.,Mettez-la dans le placard.
36953,Put it on my account.,Mettez-le sur mon compte !
36954,Put it on my account.,Mets-le sur mon compte !
36955,Put the scalpel down.,Pose le scalpel.
36956,Put the scalpel down.,Posez le scalpel.
36957,Put your hat back on.,Remets ton chapeau.
36958,Put your hat back on.,Remettez votre chapeau.
36959,Quit wasting my time.,Arrête de me faire perdre mon temps.
36960,Quit wasting my time.,Arrêtez de me faire perdre mon temps.
36961,Raise your left hand.,Lève la main gauche.
36962,Remember these rules.,Rappelle-toi ces règles.
36963,Remember these rules.,Souviens-toi de ces règles.
36964,Remember these rules.,Rappelez-vous ces règles.
36965,Remember these rules.,Souvenez-vous de ces règles.
36966,Roll down the window.,Abaisse la fenêtre !
36967,Roll down the window.,Abaissez la fenêtre !
36968,"Room service, please.","Service d'étage, s'il vous plaît."
36969,"Room service, please.","Room-service, s'il vous plaît."
36970,"Room service, please.","Service de chambre, s'il vous plaît."
36971,Say that you love me.,Dis que tu m'aimes.
36972,See you all tomorrow.,Je vous verrai tous demain.
36973,See you all tomorrow.,Je vous verrai toutes demain.
36974,See you all tomorrow.,Nous vous verrons tous demain.
36975,See you all tomorrow.,Nous vous verrons toutes demain.
36976,See you at Christmas.,À Noël !
36977,See you in two weeks.,À dans deux semaines.
36978,See you on the train.,On se voit dans le train.
36979,Send the kids to bed.,Dis aux enfants d'aller se coucher.
36980,Send the kids to bed.,Envoie les gosses au lit !
36981,Send the kids to bed.,Envoyez les gosses au lit !
36982,Shake hands with Tom.,Serre la main de Tom.
36983,Shake hands with Tom.,Serrez la main de Tom.
36984,Shake hands with him.,Serrez-lui la main.
36985,Shall we take a taxi?,On prend un taxi ?
36986,Shape up or ship out!,Réformez ou démissionnez !
36987,Shape up or ship out!,Réforme ou casse-toi !
36988,Shape up or ship out!,Réforme ou dégage !
36989,Sharpen these knives.,Aiguise ces couteaux.
36990,Sharpen these knives.,Aiguisez ces couteaux.
36991,She acted as a guide.,Elle fit office de guide.
36992,She acted as a guide.,Elle a fait office de guide.
36993,She allowed me to go.,Elle m'a laissé partir.
36994,She allowed me to go.,Elle me laissa partir.
36995,She allowed me to go.,Elle me laissa m'en aller.
36996,She allowed me to go.,Elle m'a laissé m'en aller.
36997,She allowed me to go.,Elle m'a laissée partir.
36998,She allowed me to go.,Elle m'a autorisé à y aller.
36999,She always buys milk.,Elle achète toujours du lait.
37000,She arrived in a car.,Elle est arrivée en voiture.
37001,She became a postman.,Elle est devenue factrice.
37002,She bought a chicken.,Elle a acheté un poulet.
37003,She bought a new car.,Elle a acheté une nouvelle voiture.
37004,She bought a tea set.,Elle a acheté un service à thé.
37005,She bought a tea set.,Elle a fait l'acquisition d'un service à thé.
37006,She bought him a car.,Elle lui a acheté une voiture.
37007,She bought him a dog.,Elle lui a acheté un chien.
37008,She broke into tears.,Elle a éclaté en sanglots.
37009,She broke into tears.,Elle éclata en larmes.
37010,She broke into tears.,Elle a éclaté en larmes.
37011,She burst into tears.,Elle éclata en sanglots.
37012,She burst into tears.,Elle éclata en larmes.
37013,She burst into tears.,Elle a éclaté en larmes.
37014,She can hardly speak.,Elle sait à peine parler.
37015,She can hardly speak.,Elle peut à peine parler.
37016,She can speak French.,Elle sait parler français.
37017,She did it carefully.,Elle le fit soigneusement.
37018,She did it carefully.,Elle l'a fait soigneusement.
37019,She drives very fast.,Elle conduit très vite.
37020,She failed to appear.,Elle ne s'est pas montrée.
37021,She fell on her face.,Elle est tombée face au sol.
37022,She felt a bit tired.,Elle se sentit un peu fatiguée.
37023,She felt like crying.,Elle avait envie de pleurer.
37024,She fixed us a snack.,Elle nous a préparé un en-cas.
37025,She found him a seat.,Elle lui a trouvé une chaise.
37026,She gave him a watch.,Elle lui a donné une montre.
37027,She gave him the car.,Elle lui donna la voiture.
37028,She got him to drive.,Elle l'a fait conduire.
37029,She got what he said.,Elle a obtenu ce qu'il avait dit.
37030,She grabbed a shower.,Elle a foncé prendre une douche.
37031,She has a big family.,Elle a une grande famille.
37032,She has a funny face.,Elle a un drôle de visage.
37033,She has a hot temper.,Elle est susceptible.
37034,She has a kind heart.,Elle a bon cœur.
37035,She has a pure heart.,Elle a le cœur pur.
37036,She has a round face.,Elle a un visage rond.
37037,She has ten children.,Elle a dix enfants.
37038,She held up her head.,Elle dressa la tête.
37039,She ironed her shirt.,Elle a repassé sa chemise.
37040,She is a blonde girl.,C'est une fille blonde.
37041,She is a good dancer.,C'est une bonne danseuse.
37042,She is a good writer.,Elle est bon écrivain.
37043,She is a pretty girl.,C'est une fille mignonne.
37044,She is a quiet woman.,C'est une femme tranquille.
37045,She is a real beauty.,Elle est une vrai beauté.
37046,She is a real beauty.,C'est une vraie beauté.
37047,She is able to skate.,Elle est capable de patiner.
37048,She is angry with me.,Elle est en colère après moi.
37049,She is bad at sports.,Elle n'est pas bonne en sport.
37050,She is first in line.,Elle est au premier rang.
37051,She is herself again.,Elle est à nouveau elle-même.
37052,She is hostile to me.,Elle m'est hostile.
37053,She is in a bad mood.,Elle est de mauvaise humeur.
37054,She is living abroad.,Elle vit actuellement à l'étranger.
37055,She is making dinner.,Elle prépare le souper.
37056,She is making dinner.,Elle prépare le dîner.
37057,She is making dinner.,Elle prépare le déjeuner.
37058,She is my dream girl.,C'est la fille de mes rêves.
37059,She is my girlfriend.,C'est ma copine.
37060,She is never on time.,Elle n'est jamais à l'heure.
37061,She is out of danger.,Elle est hors de danger.
37062,She is skipping rope.,Elle saute à la corde.
37063,She is traveling now.,Elle est en déplacement en ce moment.
37064,She is wearing a hat.,Elle porte un chapeau.
37065,She isn't lonely now.,Elle n'est plus seule maintenant.
37066,She knows everything.,Elle sait tout.
37067,She likes these cats.,Elle aime bien ces chats.
37068,She likes word games.,Elle aime les jeux de mots.
37069,She lives in comfort.,Elle vit dans le confort.
37070,She looked up at him.,Elle le regarda d'en bas.
37071,She looks like a boy.,Elle a l'air d'un garçon.
37072,She looks very happy.,Elle semble très contente.
37073,She looks very happy.,Elle a l'air très heureuse.
37074,She looks very young.,Elle paraît très jeune.
37075,She married a sailor.,Elle s'est mariée à un marin.
37076,She married a sailor.,Elle a épousé un marin.
37077,She married a sailor.,Elle épousa un marin.
37078,She married a sailor.,Elle se maria à un marin.
37079,She may have said so.,Il se peut qu'elle l'ait dit.
37080,She mended her socks.,Elle répara ses chaussettes.
37081,She missed him a lot.,Il lui manquait beaucoup.
37082,She moved my clothes.,Elle bougea mes vêtements.
37083,She moved my clothes.,Elle déplaça mes vêtements.
37084,She must be well off.,Elle doit être fortunée.
37085,She often comes late.,Elle arrive souvent en retard.
37086,She plays the guitar.,Elle joue de la guitare.
37087,She raised her hands.,Elle leva les mains.
37088,She raised her hands.,Elle a levé les mains.
37089,She raised her voice.,Elle éleva la voix.
37090,She ran for the door.,Elle a couru vers la porte.
37091,She ran out of paper.,Elle n'avait plus de papier.
37092,She sang pretty well.,Elle chantait assez bien.
37093,She seems to be sick.,Elle a l'air d'être malade.
37094,She sells vegetables.,Elle vend des légumes.
37095,She sent me a letter.,Elle m'a envoyé une lettre.
37096,She served me coffee.,Elle m'a servi un café.
37097,She slapped his face.,Elle le gifla.
37098,She spoke impolitely.,Elle parla impoliment.
37099,She spoke impolitely.,Elle a parlé impoliment.
37100,She spoke up for him.,Elle a parlé en sa faveur.
37101,She stole my clothes!,Elle m'a volé mes vêtements !
37102,She told him her age.,Elle lui a dit son âge.
37103,She told him to stop.,Elle lui a dit d'arrêter.
37104,She told him to stop.,Elle lui a dit de cesser.
37105,She took pity on him.,Elle a eu pitié de lui.
37106,She turned on the TV.,Elle a allumé la télé.
37107,She used to date him.,Elle sortait avec lui.
37108,She used to hate him.,Elle le détestait.
37109,She used to love him.,Elle l'aimait.
37110,She wanted to travel.,Elle voulait voyager.
37111,She wants to hug him.,Elle veut le prendre dans ses bras.
37112,She wants to kill me.,Elle veut me tuer.
37113,She was hit by a car.,Elle fut heurtée par une voiture.
37114,She was very excited.,Elle était très excitée.
37115,She watched him swim.,Elle le regarda nager.
37116,She watched him swim.,Elle l'a regardé nager.
37117,She went on a picnic.,Elle est partie en pique-nique.
37118,She went on speaking.,Elle continua à parler.
37119,She went on speaking.,Elle a continué à parler.
37120,She won't be pleased.,Ça ne va pas lui plaire.
37121,She wore a red dress.,Elle portait une robe rouge.
37122,She'll probably come.,Il est probable qu'elle vienne.
37123,She'll probably come.,Elle viendra probablement.
37124,She's a belly dancer.,Elle est danseuse du ventre.
37125,She's a quiet person.,Elle est d'un naturel calme.
37126,She's an honest girl.,C'est une fille honnête.
37127,She's as busy as Tom.,Elle est aussi occupée que Tom.
37128,She's eating for two.,Elle mange comme deux.
37129,She's gone on a trip.,Elle est partie en voyage.
37130,She's good at tennis.,Elle est bonne en tennis.
37131,She's not a bad girl.,Ce n'est pas une mauvaise fille.
37132,She's older than Tom.,Elle est plus âgée que Tom.
37133,She's older than him.,Elle est plus vieille que lui.
37134,She's scared of dogs.,Elle a peur des chiens.
37135,She's very beautiful.,Elle est très belle.
37136,She's very emotional.,Elle est très émotive.
37137,Should I ask her out?,Devrais-je l'inviter à sortir ?
37138,Should I ask him out?,Devrais-je l'inviter à sortir ?
37139,Should I repeat that?,Devrais-je répéter cela ?
37140,Should we be worried?,Devrions-nous être inquiets ?
37141,Should we be worried?,Devrions-nous être inquiètes ?
37142,Should we run for it?,Devrions-nous nous y porter candidats ?
37143,Shouldn't we ask Tom?,Ne devrions nous pas demander à Tom ?
37144,Show me a better one.,Montrez-m'en un meilleur.
37145,Show me how it works.,Montre-moi comment ça fonctionne.
37146,Show me how to do it.,Montre-moi comment faire.
37147,Show me some respect.,Montre-moi du respect !
37148,Show me some respect.,Montrez-moi du respect !
37149,Show us the solution.,Montre-nous la solution.
37150,Sit down and shut up.,Asseyez-vous et taisez-vous !
37151,Sit down and shut up.,Assieds-toi et tais-toi !
37152,Sit down and shut up.,Assois-toi et tais-toi !
37153,Sit down and shut up.,Assoyez-vous et taisez-vous !
37154,Size does not matter.,Ce n'est pas la taille qui compte.
37155,Smog hung over Tokyo.,La pollution recouvrait Tokyo.
37156,Smoking is permitted.,Il est permis de fumer.
